"Table S2. Characterization of AGO1 Binding Sites and Associated Genes, related to Figures 1-5"																								
Peak ID	Chromosome	Start	End	Relative ChIP signala (RPKM)			Normalized ChIP signal (RPKM)			Associated genes	Gene ID	RNA-seq  (RPKM)				GRO-seq  (RPKM)		PolII  (RPKM)		PolII_Ser2P  (RPKM)		PolII_Ser5P (RPKM)		Nuclear AGO1-bound sRNAs  (RPKM)
AGO1_peak_793	Chr5	7571060	7571319	-3.44	4.12	10.13	10.08	10.61	15.06	At5g22750_promoter_1k;At5g22760_promoter_1k	At5g22750	2.84	2.11	-0.43	0.61	0.20	0.23	6.06	6.34	5.48	5.58	4.89	4.61	0.05
											At5g22760	9.50	10.76	0.18	0.85	1.77	0.97	6.51	6.89	10.58	10.11	7.97	7.69	0.49
AGO1_peak_794	Chr5	7650499	7650833	-3.17	5.45	2.44	12.61	10.49	15.15	At5g22875	At5g22875	34.70	27.31	-0.35	0.70	2.47	0.96	17.07	13.05	12.83	10.31	17.35	13.27	0.70
AGO1_peak_795	Chr5	7664942	7667799	-0.8	20.94	18.4	12.5	14.75	14.58	At5g22920;At5g22920_downstream_1k;At5g22930_downstream_1k	At5g22920	145.50	87.91	-0.73	0.14	16.73	1.37	75.52	24.38	57.45	28.74	80.95	46.20	30.13
											At5g22930	6.88	4.52	-0.61	0.55	0.78	0.28	9.42	7.29	10.39	7.16	15.25	10.08	0.00
AGO1_peak_796	Chr5	7736364	7736678	2.27	14.64	12.18	15.3	11.15	13.1	At5g23060_downstream_1k	At5g23060	279.29	124.85	-1.16	0.00	8.82	1.95	34.23	11.91	28.52	10.96	41.28	13.01	1.86
AGO1_peak_797	Chr5	7810813	7811165	-5.73	3.04	5.31	13.31	7.81	10.19	At5g23210	At5g23210	80.62	31.73	-1.35	0.00	2.83	0.52	12.45	7.42	16.61	8.97	20.80	9.02	0.70
AGO1_peak_798	Chr5	8161250	8161621	-0.1	0.8	5.11	9.43	8.86	11.37	At5g24130_promoter_1k	At5g24130	0.04	0.00	NA	1.00	0.01	0.00	5.21	6.22	4.49	4.09	3.64	3.70	0.30
AGO1_peak_799	Chr5	8216016	8216430	0.17	3.48	5.14	9.6	4.95	8.66	.	NA													
AGO1_peak_800	Chr5	8365504	8365966	-3.33	6.35	9.32	16.43	15.98	18.26	At5g24490	At5g24490	298.61	238.02	-0.33	0.65	20.24	2.17	31.44	16.56	33.24	29.80	44.25	41.34	8.24
AGO1_peak_801	Chr5	8367124	8367888	-4.26	17.24	6.71	14.98	16.57	12.42	At5g24490;At5g24500	At5g24490	298.61	238.02	-0.33	0.65	20.24	2.17	31.44	16.56	33.24	29.80	44.25	41.34	8.24
											At5g24500	15.22	14.84	-0.04	1.00	5.48	2.05	24.99	15.88	32.22	27.05	32.99	27.85	2.33
AGO1_peak_802	Chr5	8529139	8529666	-1.88	2.07	6.55	7.99	7.26	8.4	.	NA													
AGO1_peak_803	Chr5	8558433	8558623	-4.49	10.75	3.21	20.29	18.72	17.76	At5g24890	At5g24890	35.04	28.99	-0.27	0.72	24.74	5.84	50.99	27.69	32.68	28.57	51.39	39.62	12.60
AGO1_peak_804	Chr5	8608741	8609023	-7.15	3.82	3.35	14.3	9.17	12.71	At5g24970_promoter_1k;At5g24980_promoter_1k	At5g24970	5.10	7.07	0.47	0.49	0.37	0.35	6.32	6.40	6.36	6.48	5.69	5.29	0.12
											At5g24980	13.80	18.52	0.42	0.76	2.04	1.09	15.75	16.44	8.91	10.13	11.96	17.07	1.24
AGO1_peak_805	Chr5	8670296	8670497	1.17	4.07	4.45	17.12	16.35	14.69	At5g25130_downstream_1k	At5g25130	3.99	10.83	1.44	0.01	0.26	0.25	10.92	9.44	10.03	6.64	11.08	6.54	14.99
AGO1_peak_806	Chr5	8698378	8698750	-7.89	5.45	11.86	11.8	10.86	13.61	.	NA													
AGO1_peak_807	Chr5	8723939	8724322	-3.3	4.83	3.61	15.18	15.48	13.77	At5g25210	At5g25210	6.86	6.49	-0.08	0.96	3.65	1.50	18.85	14.98	22.19	21.07	30.68	26.74	1.54
AGO1_peak_808	Chr5	8773387	8777989	-1.77	11.19	13.74	22.58	21.84	24.61	At5g25280;At5g25280_downstream_1k	At5g25280	109.00	109.67	0.01	1.00	31.84	12.65	126.63	95.26	70.44	57.30	71.79	64.62	4.79
AGO1_peak_809	Chr5	8863802	8864706	-2.12	1.45	9.18	13.19	9.06	13.06	At5g25460	At5g25460	250.35	68.33	-1.87	0.00	17.44	11.64	60.15	25.25	28.48	19.48	45.43	27.80	2.29
AGO1_peak_810	Chr5	9648762	9649134	-4.87	5.64	5.19	9.57	16.37	14.17	At5g27350	At5g27350	43.24	60.30	0.48	0.36	10.67	2.82	12.12	7.03	23.81	14.42	34.83	18.40	0.82
AGO1_peak_811	Chr5	9674149	9674463	-1.64	7.73	3.27	13.6	20.08	14.78	At5g27395_promoter_1k;At5g27390_downstream_1k	At5g27395	16.01	18.18	0.18	0.86	1.03	0.81	8.09	8.16	9.95	8.94	8.53	8.09	0.10
											At5g27390	43.73	33.28	-0.39	0.52	3.65	1.56	13.51	11.34	19.07	14.33	21.62	14.83	0.46
AGO1_peak_812	Chr5	9785541	9785699	-4.33	3.28	11.74	13.51	15.35	11.35	At5g27650	At5g27650	9.84	11.99	0.28	0.70	3.88	2.10	10.45	10.08	16.57	15.24	13.76	12.51	0.58
AGO1_peak_813	Chr5	9788882	9789117	-5.23	6.03	3.06	10.6	15.36	15.71	At5g27650	At5g27650	9.84	11.99	0.28	0.70	3.88	2.10	10.45	10.08	16.57	15.24	13.76	12.51	0.58
AGO1_peak_814	Chr5	10477760	10478006	-12.62	4.38	5.13	13.98	10.95	12	At5g28500	At5g28500	191.24	185.55	-0.04	0.97	4.16	1.91	18.55	13.37	16.44	11.55	24.61	17.19	5.87
AGO1_peak_815	Chr5	10800415	10800760	-1.19	6.14	7.21	13.75	8.43	13.75	.	NA													
AGO1_peak_816	Chr5	10862411	10863118	-1.7	12.07	5.29	13.26	13.34	13.27	At5g28840	At5g28840	135.01	158.47	0.23	0.77	13.09	2.93	34.32	19.32	37.62	21.95	55.22	28.18	3.57
AGO1_peak_817	Chr5	10863809	10864045	-2.18	10.75	3.67	13.32	14.84	11.62	At5g28840	At5g28840	135.01	158.47	0.23	0.77	13.09	2.93	34.32	19.32	37.62	21.95	55.22	28.18	3.57
AGO1_peak_818	Chr5	13102292	13102565	-3.88	1.45	7.9	12.6	10.46	13.52	.	NA													
AGO1_peak_819	Chr5	13614076	13614573	-1.79	1.56	8.66	17.42	9.11	12.52	.	NA													
AGO1_peak_820	Chr5	13833113	13833607	-4.29	9.05	3.92	13.69	15.38	11.31	At5g35630;At5g35630_downstream_1k	At5g35630	1121.35	813.29	-0.46	0.50	17.47	7.82	17.97	14.39	37.00	20.27	54.51	27.35	4.21
AGO1_peak_821	Chr5	14198361	14198702	-5.61	4.83	6.52	14.44	14.22	11.44	At5g36120_downstream_1k	At5g36120	68.35	75.52	0.14	0.89	5.45	0.69	21.25	16.62	17.58	13.70	28.47	16.61	3.39
AGO1_peak_822	Chr5	14235470	14235720	-8.69	2.33	5.14	11.63	13.58	16.45	At5g36160_promoter_1k;At5g36170_downstream_1k	At5g36160	39.70	63.97	0.69	0.14	2.52	2.98	7.41	7.72	9.67	8.18	10.38	9.50	0.27
											At5g36170	42.04	49.46	0.23	0.77	2.44	1.09	7.97	8.34	13.15	11.23	14.95	10.28	0.91
AGO1_peak_823	Chr5	15376890	15377567	-0.26	18.4	2.84	21.73	17.83	17.44	At5g38410	At5g38410	10779.00	6128.15	-0.81	0.31	207.95	52.17	70.01	56.29	45.87	20.60	64.79	37.23	75.26
AGO1_peak_824	Chr5	15377752	15378742	-5.45	16.65	6	25.64	20.03	20.66	At5g38410	At5g38410	10779.00	6128.15	-0.81	0.31	207.95	52.17	70.01	56.29	45.87	20.60	64.79	37.23	75.26
AGO1_peak_825	Chr5	15380561	15382352	-0.66	25.34	4.05	17.68	17.09	14.19	At5g38420;At5g38420_promoter_1k	At5g38420	5595.31	3196.41	-0.81	0.20	68.13	10.47	71.12	51.07	59.00	22.18	76.12	39.24	77.39
AGO1_peak_826	Chr5	15382630	15383160	-4.83	9.6	2.25	8.73	10.47	7.76	At5g38420_promoter_1k;At5g38430_downstream_1k	At5g38420	5595.31	3196.41	-0.81	0.20	68.13	10.47	71.12	51.07	59.00	22.18	76.12	39.24	77.39
											NA													
AGO1_peak_827	Chr5	16333412	16333746	-0.62	3.85	2.78	13.14	10.65	13.89	.	NA													
AGO1_peak_828	Chr5	16364468	16364861	0.51	1.51	3.71	11.02	8.78	11.54	At5g40840_promoter_1k	At5g40840	1.82	1.50	-0.27	0.84	0.57	0.46	6.21	6.42	6.85	5.64	6.25	4.92	0.19
AGO1_peak_829	Chr5	16384876	16385472	-2.12	7.66	10.82	14.03	10.22	14.51	At5g40890	At5g40890	52.04	40.12	-0.38	0.55	6.91	3.31	16.69	10.04	26.68	18.07	34.92	20.47	0.83
AGO1_peak_830	Chr5	16440299	16440787	-3.23	5.61	10	9.97	8.94	13.61	At5g41071_downstream_1k	At5g41071	2.18	0.00	NA	1.00	2.51	0.60	20.98	17.52	20.42	15.10	25.74	19.62	0.00
AGO1_peak_831	Chr5	16441547	16442272	-1.7	9.49	10.71	12.35	12.49	13.09	At5g41080	At5g41080	59.54	28.73	-1.05	0.01	7.85	3.01	56.54	42.03	40.56	40.70	66.93	62.30	2.11
AGO1_peak_832	Chr5	16442391	16443180	-1.73	11.6	11.26	7.97	10.04	8.42	At5g41080	At5g41080	59.54	28.73	-1.05	0.01	7.85	3.01	56.54	42.03	40.56	40.70	66.93	62.30	2.11
AGO1_peak_833	Chr5	16443240	16443774	-4.41	10.14	6.98	10.33	11	6.91	At5g41080	At5g41080	59.54	28.73	-1.05	0.01	7.85	3.01	56.54	42.03	40.56	40.70	66.93	62.30	2.11
AGO1_peak_834	Chr5	16444096	16444298	NA	11.74	15.75	8.52	8.27	9.92	At5g41080_downstream_1k	At5g41080	59.54	28.73	-1.05	0.01	7.85	3.01	56.54	42.03	40.56	40.70	66.93	62.30	2.11
AGO1_peak_835	Chr5	16524424	16524691	-1.16	4.5	4.89	10.89	9.89	15.01	.	NA													
AGO1_peak_836	Chr5	16635386	16635666	-7.07	3.37	2.77	14.19	12.51	13.56	At5g41600_promoter_1k	At5g41600	37.13	34.50	-0.11	0.92	4.08	3.54	15.35	16.43	13.49	20.07	16.33	29.88	0.36
AGO1_peak_837	Chr5	16725554	16725895	-7.01	3.46	7.24	10.26	9.64	11.13	At5g41780_downstream_1k	At5g41780	0.13	0.00	NA	1.00	0.05	0.05	4.78	5.30	4.76	4.09	4.73	4.16	0.00
AGO1_peak_838	Chr5	16726892	16727060	0.39	3.27	7.97	10.94	11.23	10.04	At5g41790_promoter_1k	At5g41790	30.02	32.08	0.10	0.93	10.02	3.92	6.65	7.20	14.75	18.69	11.77	14.71	0.79
AGO1_peak_839	Chr5	16733733	16734097	-8.53	3.42	3.09	11.08	11.84	14.19	At5g41800	At5g41800	9.16	8.06	-0.19	0.87	1.51	0.73	10.59	12.13	10.12	12.97	10.57	15.01	0.13
AGO1_peak_840	Chr5	17705170	17705619	NA	4.43	2.79	14.8	11.64	15.74	At5g44005	At5g44005	9.61	7.24	-0.41	0.75	2.28	0.20	62.24	50.93	25.57	14.75	45.84	23.74	0.42
AGO1_peak_841	Chr5	17712385	17712932	-2.57	9.94	19.5	14.96	15.07	13.49	At5g44020	At5g44020	474.20	147.48	-1.69	0.00	51.66	11.00	67.29	32.83	46.22	27.93	69.71	43.47	4.34
AGO1_peak_842	Chr5	17713017	17713311	-0.47	12.39	14.7	11.5	12.1	14.35	At5g44020	At5g44020	474.20	147.48	-1.69	0.00	51.66	11.00	67.29	32.83	46.22	27.93	69.71	43.47	4.34
AGO1_peak_843	Chr5	17713667	17714400	-3.03	10.3	15.75	9.95	12.79	10.21	At5g44020	At5g44020	474.20	147.48	-1.69	0.00	51.66	11.00	67.29	32.83	46.22	27.93	69.71	43.47	4.34
AGO1_peak_844	Chr5	17792713	17792870	-8.48	12.29	6.8	17	10.3	14.1	.	NA													
AGO1_peak_845	Chr5	17798260	17798811	-6.94	3.07	9.42	19.81	13.01	16.46	At5g44190	At5g44190	50.35	18.62	-1.44	0.00	6.89	1.07	24.68	14.13	22.34	13.55	31.28	16.86	1.47
AGO1_peak_846	Chr5	17829966	17830497	-2.7	1.56	9.65	10.72	13.19	12.11	At5g44260	At5g44260	48.99	15.03	-1.70	0.00	5.37	1.35	71.42	38.97	14.17	24.78	19.43	38.47	5.05
AGO1_peak_847	Chr5	17979323	17979737	-2.56	7.16	9.81	14.18	15.75	12.23	At5g44580	At5g44580	349.98	289.92	-0.27	0.73	11.58	2.34	44.48	33.88	28.31	20.94	40.02	28.42	2.78
AGO1_peak_848	Chr5	17980012	17980462	-0.69	2.24	4.99	12.26	6.71	10.54	At5g44580	At5g44580	349.98	289.92	-0.27	0.73	11.58	2.34	44.48	33.88	28.31	20.94	40.02	28.42	2.78
AGO1_peak_849	Chr5	17980804	17981126	-6.47	7.76	4.52	13.26	10.38	14.41	At5g44582	At5g44582	7.68	3.12	-1.30	0.33	0.62	0.18	15.86	11.59	11.94	12.52	14.75	14.69	0.00
AGO1_peak_850	Chr5	18024429	18024679	-8.74	7.36	6.75	10.68	9.91	8.44	At5g44680	At5g44680	65.05	21.14	-1.62	0.00	29.27	1.74	47.98	20.75	22.05	11.53	34.44	15.06	1.25
AGO1_peak_851	Chr5	18025449	18026172	-7.17	6.56	13.9	13.21	11.25	14.29	At5g44680	At5g44680	65.05	21.14	-1.62	0.00	29.27	1.74	47.98	20.75	22.05	11.53	34.44	15.06	1.25
AGO1_peak_852	Chr5	18215600	18216121	0.78	4.06	10.62	17.65	13.24	17.61	.	NA													
AGO1_peak_853	Chr5	18515989	18516337	0.97	5.85	7.44	12.1	8.67	9.7	At5g45650	At5g45650	17.49	7.64	-1.19	0.01	0.81	0.14	7.22	7.27	6.96	5.98	6.71	5.26	0.20
AGO1_peak_854	Chr5	18589577	18589801	NA	5.69	2.5	15.62	7.46	11.3	At5g45830	At5g45830	3.72	0.28	-3.72	0.08	0.43	0.01	9.84	7.14	6.04	5.25	5.13	5.27	1.02
AGO1_peak_855	Chr5	18700380	18700876	-1.25	7.83	7.69	21.53	14.77	18.5	At5g46110	At5g46110	628.16	484.04	-0.38	0.61	43.67	10.15	34.71	18.17	39.85	25.58	57.32	36.11	4.32
AGO1_peak_856	Chr5	18984263	18984753	-3	4.57	3.1	21.06	16.39	21.95	At5g46790	At5g46790	30.16	24.37	-0.31	0.69	2.73	1.56	25.14	21.13	16.27	15.26	24.03	19.39	1.25
AGO1_peak_857	Chr5	19216456	19217319	-2.86	3.24	13.81	15.19	14.11	14.66	At5g47370	At5g47370	36.61	8.16	-2.17	0.00	3.78	0.91	58.79	18.79	16.47	14.55	28.09	21.98	1.22
AGO1_peak_858	Chr5	19289257	19289482	NA	1.94	7.38	13.18	11.5	9.84	At5g47560	At5g47560	88.56	69.71	-0.35	0.62	30.35	11.27	38.26	16.45	43.64	24.63	62.39	31.82	3.60
AGO1_peak_859	Chr5	19699528	19699771	-4.78	8.71	6.31	13.42	11.75	14.32	At5g48590	At5g48590	31.06	34.15	0.14	0.95	3.23	1.31	19.93	16.17	22.70	20.57	30.39	24.42	1.27
AGO1_peak_860	Chr5	19782345	19782694	-0.99	3.66	10.83	14.11	14.82	10.88	At5g48790_promoter_1k	At5g48790	49.52	29.33	-0.76	0.09	3.13	0.91	8.69	7.93	13.88	10.56	13.39	9.05	1.78
AGO1_peak_861	Chr5	19898858	19899170	-0.33	5.04	4.1	12.93	12.26	11.15	At5g49100	At5g49100	10.37	4.94	-1.07	0.05	1.62	1.84	22.13	12.79	15.43	11.95	21.36	16.65	6.55
AGO1_peak_862	Chr5	20011775	20016835	-1.6	17.68	12.92	14.63	16.91	18.26	At5g49360	At5g49360	302.45	213.97	-0.50	0.47	36.81	3.33	58.73	22.61	59.88	37.09	79.37	51.36	6.87
AGO1_peak_863	Chr5	20021092	20021735	1.32	10.51	7.79	12.08	11.65	14.76	.	NA													
AGO1_peak_864	Chr5	20199089	20199319	-4.61	1.81	7.69	14.18	11.25	12.38	At5g49720	At5g49720	168.66	117.61	-0.52	0.34	24.48	14.57	24.77	18.82	28.92	30.37	37.53	37.24	2.98
AGO1_peak_865	Chr5	20546846	20547023	1.91	6.31	7.29	11.06	9.13	10.13	.	NA													
AGO1_peak_866	Chr5	20900234	20900731	-1.52	5.66	6.64	10.38	8.24	10.18	At5g51460_promoter_1k	At5g51460	15.26	5.04	-1.60	0.00	2.61	0.75	10.34	8.45	13.84	9.00	15.34	9.01	0.70
AGO1_peak_867	Chr5	20939389	20940839	-0.15	4.29	4.5	15.26	12.56	17.82	At5g51550	At5g51550	121.37	114.00	-0.09	0.93	66.08	19.43	47.79	33.81	23.92	22.25	38.61	35.92	6.96
AGO1_peak_868	Chr5	21003244	21003452	-5.09	8.69	7.98	14.54	9.84	15.21	At5g51700_promoter_1k;At5g51710_downstream_1k	At5g51700	15.89	19.70	0.31	0.71	1.75	0.86	8.66	8.29	9.84	9.17	9.04	9.20	0.28
											At5g51710	4.73	5.64	0.25	0.82	3.00	1.05	6.99	7.04	8.98	8.57	7.75	8.13	0.50
AGO1_peak_869	Chr5	21038050	21038402	-2.82	1.84	10.48	10.11	9.03	7.79	.	NA													
AGO1_peak_870	Chr5	21113070	21113670	-2.17	9.19	7.02	11.67	13.74	12.3	At5g51970;At5g51980	At5g51970	91.59	117.58	0.36	0.64	2.71	1.78	21.00	13.96	32.88	21.16	39.99	20.85	2.84
											At5g51980	18.52	19.70	0.09	0.98	1.10	1.09	13.95	12.37	19.14	16.21	24.03	17.08	0.88
AGO1_peak_871	Chr5	21118118	21118334	-1.43	8.65	4.3	10.43	13.22	12.2	At5g51990_promoter_1k;At5g52000_downstream_1k	At5g51990	0.48	0.00	NA	1.00	0.00	0.17	16.83	20.22	8.49	10.82	11.56	12.16	0.00
											At5g52000	0.04	0.06	0.46	1.00	0.03	0.03	6.42	6.04	6.00	4.92	4.91	3.60	0.00
AGO1_peak_872	Chr5	21390977	21391449	0.64	7.2	1.36	14.2	11.64	11.84	At5g52780	At5g52780	87.18	125.51	0.53	0.31	4.23	0.88	40.97	28.57	29.69	17.51	42.51	23.70	3.24
AGO1_peak_873	Chr5	21452623	21452852	-4.57	1.24	16.11	20.2	14.12	13.35	At5g52900	At5g52900	30.35	4.64	-2.71	0.00	16.71	1.80	42.75	21.68	14.19	16.69	18.41	26.95	3.06
AGO1_peak_874	Chr5	21560741	21561165	-6.04	4.44	10.45	17.63	13.6	18.15	At5g53160	At5g53160	51.84	47.28	-0.13	0.90	12.28	7.61	27.69	15.92	36.13	23.18	50.59	28.89	26.91
AGO1_peak_875	Chr5	21561464	21561773	-2.33	11.18	10.8	10.94	11.68	15.7	At5g53160	At5g53160	51.84	47.28	-0.13	0.90	12.28	7.61	27.69	15.92	36.13	23.18	50.59	28.89	26.91
AGO1_peak_876	Chr5	21561795	21562945	-0.66	8.76	11.4	15.32	12.46	14.95	At5g53160_downstream_1k;At5g53170_downstream_1k;At5g53160	At5g53160	51.84	47.28	-0.13	0.90	12.28	7.61	27.69	15.92	36.13	23.18	50.59	28.89	26.91
											At5g53170	41.47	54.90	0.40	0.49	5.41	2.35	9.68	7.70	19.71	12.20	19.29	9.96	0.63
AGO1_peak_877	Chr5	21723055	21723539	-1.06	3.13	10.05	12.75	10.8	8.28	At5g53490_downstream_1k	At5g53490	287.97	222.45	-0.37	0.55	5.70	0.92	23.28	12.88	24.53	15.90	34.75	18.43	1.88
AGO1_peak_878	Chr5	21725770	21726039	-4.57	7.64	16.04	22.93	18.83	23.52	At5g53500	At5g53500	11.78	4.20	-1.49	0.00	3.15	0.74	17.40	14.14	22.63	17.78	28.99	21.37	3.03
AGO1_peak_879	Chr5	21734905	21735181	-6.56	5.13	12.62	9.03	7.81	10.7	.	NA													
AGO1_peak_880	Chr5	21736264	21736703	-1.41	2.93	2.19	11.21	11.42	7.69	.	NA													
AGO1_peak_881	Chr5	21751129	21751374	-14.2	4.9	7.53	14.28	11.66	17.22	At5g53540_promoter_1k	At5g53540	23.06	38.44	0.74	0.10	2.46	1.48	12.30	11.41	13.16	13.15	15.66	14.41	0.57
AGO1_peak_882	Chr5	22115800	22116139	2.6	9.42	8.43	12.07	12.24	13.69	At5g54470_promoter_1k	At5g54470	2.40	1.81	-0.40	0.79	1.46	0.63	18.28	17.61	7.45	7.33	6.91	9.85	0.72
AGO1_peak_883	Chr5	22133293	22133716	-3.88	4.35	5.71	11.08	12.1	9.97	At5g54510	At5g54510	61.64	26.38	-1.22	0.00	2.89	1.12	38.90	15.80	14.14	9.57	24.26	14.12	0.86
AGO1_peak_884	Chr5	22191179	22191486	-2.56	5.66	9.85	17.39	9.3	13.4	.	NA													
AGO1_peak_885	Chr5	22246590	22248241	-0.3	13.94	6.95	19.08	16.71	14.43	At5g54770	At5g54770	2137.18	1857.51	-0.20	0.87	153.71	22.79	63.01	32.08	48.19	16.83	73.06	23.68	15.69
AGO1_peak_886	Chr5	22410868	22411258	-9.54	6.6	0.58	13.69	10.09	12.17	At5g55250_promoter_1k	At5g55250	2.41	0.78	-1.63	0.08	0.16	0.09	6.01	6.18	5.78	5.39	4.02	4.86	16.69
AGO1_peak_887	Chr5	22580344	22580530	NA	4.56	6.43	17.86	10.14	7.94	At5g55790_downstream_1k	At5g55790	7.00	5.10	-0.46	0.70	3.30	1.99	56.13	42.22	23.52	25.55	40.29	37.18	7.11
AGO1_peak_888	Chr5	22691498	22691872	-1.38	7.15	8.99	10.31	13.26	8.18	.	NA													
AGO1_peak_889	Chr5	22698883	22699189	-0.67	5.67	5.41	5.82	4.05	7.93	At5g56040_downstream_1k	At5g56040	8.55	4.08	-1.07	0.02	2.70	2.21	18.47	13.03	17.90	13.79	27.46	17.95	1.11
AGO1_peak_890	Chr5	22716934	22717501	-0.01	10.18	7.93	12.13	10.93	12.46	At5g56090_downstream_1k;At5g56100_promoter_1k;At5g56100	At5g56090	7.54	9.00	0.25	0.79	0.88	0.64	8.16	7.85	7.45	5.81	6.18	5.55	0.24
											At5g56100	40.32	11.32	-1.83	0.00	5.50	0.19	41.15	9.73	21.60	9.17	30.53	9.15	4.81
AGO1_peak_891	Chr5	22840992	22841320	-5.2	3.35	4.53	5.43	6.57	4.82	At5g56380_promoter_1k	At5g56380	5.22	6.47	0.31	0.75	3.63	2.16	9.08	8.10	7.83	6.54	7.69	6.27	0.71
AGO1_peak_892	Chr5	22895108	22897208	-0.75	14.44	11.5	13.64	15.6	13.76	At5g56550_downstream_1k;At5g56550;At5g56550_promoter_1k	At5g56550	16.94	21.32	0.33	0.69	9.11	1.17	76.92	23.63	42.62	21.19	68.93	31.49	4.56
AGO1_peak_893	Chr5	22992786	22993169	-0.19	7.82	7.1	13.63	15.05	11.56	.	NA													
AGO1_peak_894	Chr5	23356467	23356784	-2.81	0.06	10.71	22.83	24.48	23.62	At5g57660	At5g57660	170.76	29.96	-2.51	0.00	29.03	7.65	77.02	30.81	20.03	20.65	26.36	32.58	5.11
AGO1_peak_895	Chr5	23358145	23358461	-3.03	3.71	11.38	17.08	14.84	16.68	.	NA													
AGO1_peak_896	Chr5	23454483	23454842	1.89	3.04	8.94	15.03	13.81	15.27	At5g57920_downstream_1k;At5g57930_promoter_1k;At5g57930	At5g57920	0.33	0.06	-2.41	1.00	0.07	0.02	7.62	7.86	7.76	6.87	7.75	6.65	0.00
											At5g57930	67.92	82.27	0.28	0.70	5.55	2.72	12.56	12.17	19.68	14.37	22.80	16.24	1.18
AGO1_peak_897	Chr5	23561746	23562282	0.11	2.27	10.52	15.16	14.78	15.15	At5g58260_promoter_1k;At5g58270_promoter_1k	At5g58260	56.05	65.73	0.23	0.78	2.70	0.80	17.08	13.09	21.84	15.03	27.26	15.05	1.04
											At5g58270	25.95	33.46	0.37	0.55	1.37	0.88	7.32	7.69	9.51	7.69	8.01	7.47	0.17
AGO1_peak_898	Chr5	23717444	23717936	-2.09	0.09	4.3	13.26	9.09	14.36	At5g58710_promoter_1k	At5g58710	116.53	201.31	0.79	0.17	5.55	4.21	11.32	14.30	19.13	23.84	17.82	20.96	2.10
AGO1_peak_899	Chr5	23848897	23849172	0.86	3.88	9.38	12.51	10.97	11.5	At5g59080_promoter_1k	At5g59080	32.79	12.92	-1.34	0.00	3.46	1.02	25.02	14.88	12.08	14.48	18.87	25.56	0.97
AGO1_peak_900	Chr5	24003621	24004150	-2.46	4.74	7.66	13.57	11.41	10.37	At5g59570_promoter_1k	At5g59570	2.75	7.45	1.44	0.01	0.45	0.44	17.99	18.32	14.53	12.90	20.52	17.10	0.34
AGO1_peak_901	Chr5	24051991	24052202	-5.02	13.15	6.18	11.24	15.83	18.49	At5g59690	At5g59690	176.67	116.61	-0.60	0.24	14.83	3.52	66.74	45.09	35.72	27.21	61.64	46.48	5.18
AGO1_peak_902	Chr5	24104995	24105267	-5.27	0.36	10.64	15.48	13.67	20.93	At5g59830	At5g59830	10.83	13.39	0.31	0.84	1.80	1.33	9.78	9.18	11.99	12.87	12.66	12.59	0.26
AGO1_peak_903	Chr5	24141624	24142174	-2.3	5.23	8.14	12.19	13.03	11.12	At5g59950_downstream_1k;At5g59960_downstream_1k	At5g59950	45.14	41.41	-0.12	0.90	6.15	2.21	25.97	22.69	29.49	30.72	35.89	35.68	2.74
											At5g59960	29.96	27.53	-0.12	0.91	3.50	1.34	11.61	9.21	21.36	14.13	22.86	12.68	2.10
AGO1_peak_904	Chr5	24386087	24387558	-2.58	8.63	12.48	27.26	23.44	27.03	At5g60680;At5g60680_downstream_1k	At5g60680	153.06	106.22	-0.53	0.30	18.84	5.83	129.24	100.30	63.33	62.59	84.94	84.58	7.03
AGO1_peak_905	Chr5	24590020	24590188	-6.3	0.94	9.54	13.06	11.23	13.18	At5g61140	At5g61140	12.25	16.68	0.45	0.43	2.70	1.50	5.74	5.77	7.32	7.05	5.57	5.08	13.58
AGO1_peak_906	Chr5	24706063	24706545	-2.7	2.78	4.77	12.06	12.52	12.91	.	NA													
AGO1_peak_907	Chr5	24707593	24708096	-2.18	10.98	4.45	10.97	15.32	12.58	At5g61440	At5g61440	32.55	60.21	0.89	0.03	6.71	1.96	54.60	32.14	43.52	35.72	67.79	53.89	3.40
AGO1_peak_908	Chr5	24763662	24765743	-0.62	11.51	13.44	25.42	21.08	24.12	At5g61580_downstream_1k;At5g61590_downstream_1k;At5g61590	At5g61580	14.93	16.33	0.13	0.91	0.85	0.61	10.45	9.83	11.11	9.41	12.16	10.42	0.47
											At5g61590	161.74	178.28	0.14	0.89	39.23	8.32	116.37	95.94	65.39	57.60	85.50	81.76	17.59
AGO1_peak_909	Chr5	24954314	24954533	NA	7.64	4.86	17.88	11.81	9.63	At5g62140_downstream_1k	At5g62140	26.51	33.62	0.34	0.63	2.49	0.80	20.75	16.49	16.26	9.83	21.83	10.60	15.20
AGO1_peak_910	Chr5	25014301	25014633	-6.27	2.13	7.9	15.01	12.66	15.88	At5g62270	At5g62270	33.10	40.82	0.30	0.67	0.75	1.21	9.47	8.92	10.76	11.65	9.17	10.94	0.11
AGO1_peak_911	Chr5	25017296	25017783	-3.37	4	21.01	11.45	15.6	11.26	At5g62280	At5g62280	57.61	10.44	-2.46	0.00	3.19	0.87	86.57	47.94	14.79	26.16	22.78	42.94	0.95
AGO1_peak_912	Chr5	25332900	25333521	-0.01	12.54	9.88	12.42	9.89	10.7	At5g63160_downstream_1k;At5g63160	At5g63160	88.01	43.21	-1.03	0.03	9.60	1.37	68.81	37.64	60.87	46.32	82.74	68.60	1.63
