Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT5G46040	0	4	4	5
gene:AT5G46050	50	28	53	48
gene:AT5G46060	1	4	12	4
gene:AT5G46070	904	1088	952	1114
gene:AT5G46080	113	88	90	84
gene:AT5G46085	1	6	4	1
gene:AT5G46090	46	41	46	37
gene:AT5G46100	93	103	108	128
gene:AT5G46110	11570	13801	12981	13202
gene:AT5G46115	2	6	13	12
gene:AT5G46130	2	8	2	5
gene:AT5G46140	2	7	1	9
gene:AT5G46150	406	432	410	510
gene:AT5G46160	329	322	312	328
gene:AT5G46170	385	414	358	338
gene:AT5G46180	851	847	884	781
gene:AT5G46190	577	715	586	687
gene:AT5G46200	0	2	0	2
gene:AT5G46210	1777	1963	1684	2110
gene:AT5G46220	31	30	14	32
gene:AT5G46230	52	62	60	62
gene:AT5G46240	250	327	197	227
gene:AT5G46250	1183	1350	1351	1539
gene:AT5G46260	139	121	107	208
gene:AT5G46270	623	794	639	732
gene:AT5G46280	231	261	216	232
gene:AT5G46290	2257	2759	2785	3000
gene:AT5G46295	9	31	6	2
gene:AT5G46297	0	0	0	0
gene:AT5G46300	0	0	0	0
gene:AT5G46310	0	0	0	1
gene:AT5G46320	0	0	0	0
gene:AT5G46330	252	266	299	551
gene:AT5G46340	367	489	370	417
gene:AT5G46350	6	20	6	17
gene:AT5G46360	0	2	0	0
gene:AT5G46370	2	1	2	14
gene:AT5G46380	2	2	0	0
gene:AT5G46390	624	773	664	689
gene:AT5G46395	16	18	4	7
gene:AT5G46400	290	391	295	354
gene:AT5G46410	496	627	701	773
gene:AT5G46420	1945	2394	1818	2315
gene:AT5G46430	2242	2470	2336	2678
gene:AT5G46440	21	19	33	55
gene:AT5G46450	1050	1397	1041	1289
gene:AT5G46460	101	115	97	117
gene:AT5G46470	1357	1839	1085	819
gene:AT5G46490	634	743	486	526
gene:AT5G46500	191	252	71	83
gene:AT5G46510	652	775	734	846
gene:AT5G46520	309	478	372	378
gene:AT5G46530	39	51	26	48
gene:AT5G46540	0	0	0	0
gene:AT5G46550	330	353	316	337
gene:AT5G46560	165	194	159	220
gene:AT5G46570	185	236	164	234
gene:AT5G46580	1589	2037	1649	1773
gene:AT5G46590	2	3	8	14
gene:AT5G46600	15	30	7	14
gene:AT5G46610	0	4	0	0
gene:AT5G46620	247	279	238	294
gene:AT5G46630	1087	1266	1349	1302
gene:AT5G46640	88	91	110	118
gene:AT5G46650	2	8	5	11
gene:AT5G46660	0	0	0	1
gene:AT5G46670	2	0	2	0
gene:AT5G46680	36	44	42	93
gene:AT5G46690	242	272	205	295
gene:AT5G46700	261	333	255	354
gene:AT5G46710	293	367	183	121
gene:AT5G46720	32	22	18	30
gene:AT5G46730	300	322	401	513
gene:AT5G46740	151	182	163	119
gene:AT5G46750	621	888	826	898
gene:AT5G46760	1823	1843	1990	2074
gene:AT5G46770	0	0	0	0
gene:AT5G46780	411	421	441	364
gene:AT5G46790	451	504	347	357
gene:AT5G46795	3	3	0	0
gene:AT5G46800	963	1261	1168	1192
gene:AT5G46810	0	0	0	0
gene:AT5G46820	0	0	0	0
gene:AT5G46825	0	1	0	0
gene:AT5G46830	54	46	30	10
gene:AT5G46840	688	808	623	874
gene:AT5G46850	82	107	111	98
gene:AT5G46860	751	1027	944	923
gene:AT5G46870	55	49	29	68
gene:AT5G46871	3	10	10	12
gene:AT5G46873	0	0	0	0
gene:AT5G46874	0	2	0	0
gene:AT5G46877	0	0	0	0
gene:AT5G46880	113	124	87	142
gene:AT5G46890	158	231	110	90
gene:AT5G46900	193	312	118	154
gene:AT5G46910	277	280	148	234
gene:AT5G46915	11	4	5	9
gene:AT5G46920	237	407	317	327
gene:AT5G46930	0	0	0	0
gene:AT5G46940	0	0	0	0
gene:AT5G46950	2	0	0	2
gene:AT5G46960	0	0	0	0
gene:AT5G46970	0	0	0	0
gene:AT5G46980	0	0	0	0
gene:AT5G46990	0	0	0	0
gene:AT5G47000	72	79	36	44
gene:AT5G47010	2241	2703	2212	2475
gene:AT5G47020	1450	1540	1741	2118
gene:AT5G47030	1943	2394	2284	2522
gene:AT5G47040	2167	2557	2253	2475
gene:AT5G47050	164	286	180	209
gene:AT5G47060	166	186	142	219
gene:AT5G47070	375	402	401	334
gene:AT5G47075	0	0	0	0
gene:AT5G47077	0	0	0	0
gene:AT5G47080	458	583	510	565
gene:AT5G47090	274	253	272	287
gene:AT5G47100	203	191	161	175
gene:AT5G47110	2631	2961	2949	3226
gene:AT5G47120	766	816	664	807
gene:AT5G47130	5	4	8	0
gene:AT5G47140	190	233	168	268
gene:AT5G47150	2	0	0	0
gene:AT5G47160	28	21	22	24
gene:AT5G47170	0	4	2	0
gene:AT5G47175	0	0	0	0
gene:AT5G47180	323	407	402	534
gene:AT5G47190	2518	2781	2469	2807
gene:AT5G47200	917	1150	1033	1067
gene:AT5G47210	6394	7398	6052	7479
gene:AT5G47220	1823	2208	534	342
gene:AT5G47229	0	0	0	0
gene:AT5G47230	585	627	141	72
gene:AT5G47240	1247	1893	1897	1275
gene:AT5G47250	82	72	70	118
gene:AT5G47260	0	0	0	0
gene:AT5G47280	0	0	3	0
gene:AT5G47290	0	0	0	0
gene:AT5G47300	0	0	0	0
gene:AT5G47310	526	599	576	639
gene:AT5G47320	493	519	497	541
gene:AT5G47330	116	106	96	65
gene:AT5G47340	2	2	2	2
gene:AT5G47350	8	4	6	4
gene:AT5G47360	44	61	84	86
gene:AT5G47370	586	639	575	346
gene:AT5G47380	101	122	79	77
gene:AT5G47390	1079	1155	1100	725
gene:AT5G47400	146	205	167	173
gene:AT5G47420	127	173	128	188
gene:AT5G47430	965	1054	782	917
gene:AT5G47435	588	789	775	836
gene:AT5G47440	35	27	19	23
gene:AT5G47450	277	319	193	234
gene:AT5G47455	80	95	93	127
gene:AT5G47460	24	48	31	40
gene:AT5G47470	1	2	1	0
gene:AT5G47480	1443	1768	1371	1658
gene:AT5G47490	543	613	487	656
gene:AT5G47500	955	976	820	943
gene:AT5G47510	47	49	24	59
gene:AT5G47520	221	267	217	217
gene:AT5G47530	40	33	8	18
gene:AT5G47540	356	564	341	449
gene:AT5G47550	124	115	159	144
gene:AT5G47560	2619	2812	4151	2339
gene:AT5G47570	583	649	694	777
gene:AT5G47580	205	223	259	230
gene:AT5G47590	37	26	41	64
gene:AT5G47600	3	2	17	4
gene:AT5G47610	60	110	77	68
gene:AT5G47620	797	969	855	1029
gene:AT5G47630	107	108	146	122
gene:AT5G47635	13	24	4	29
gene:AT5G47640	1617	1824	1532	1213
gene:AT5G47650	227	236	229	292
gene:AT5G47660	190	243	229	320
gene:AT5G47670	2	2	6	2
gene:AT5G47680	457	488	471	564
gene:AT5G47690	2483	3382	2805	3342
gene:AT5G47700	1022	1379	1244	1455
gene:AT5G47710	163	238	197	251
gene:AT5G47720	249	252	221	270
gene:AT5G47730	283	419	255	334
gene:AT5G47740	49	44	26	55
gene:AT5G47750	689	761	814	875
gene:AT5G47760	229	306	261	289
gene:AT5G47770	1103	1311	1135	1700
gene:AT5G47780	1477	1664	1513	2330
gene:AT5G47790	290	310	256	369
gene:AT5G47800	131	171	128	146
gene:AT5G47810	143	185	183	213
gene:AT5G47820	1077	1233	1074	1190
gene:AT5G47830	141	152	140	148
gene:AT5G47840	1564	1801	1502	1893
gene:AT5G47850	4	0	0	2
gene:AT5G47860	722	832	681	768
gene:AT5G47870	280	278	253	277
gene:AT5G47880	1193	1212	1212	1271
gene:AT5G47890	746	848	879	871
gene:AT5G47900	112	158	134	107
gene:AT5G47910	1419	1981	1291	1177
gene:AT5G47920	8	14	20	18
gene:AT5G47930	1199	1370	1301	1382
gene:AT5G47940	251	278	247	366
gene:AT5G47950	92	115	83	80
gene:AT5G47960	45	46	41	33
gene:AT5G47970	196	226	235	253
gene:AT5G47980	48	48	22	81
gene:AT5G47990	826	969	575	903
gene:AT5G48000	701	921	433	783
gene:AT5G48010	774	1092	495	1114
gene:AT5G48020	541	632	541	604
gene:AT5G48030	571	701	536	676
gene:AT5G48040	116	119	131	124
gene:AT5G48050	8	18	14	14
gene:AT5G48060	94	97	68	91
gene:AT5G48070	45	45	37	100
gene:AT5G48090	12	16	9	16
gene:AT5G48100	20	10	16	29
gene:AT5G48110	235	353	286	387
gene:AT5G48120	575	690	624	676
gene:AT5G48130	2	4	6	6
gene:AT5G48140	2	2	2	3
gene:AT5G48150	644	768	657	631
gene:AT5G48160	2852	2866	3029	3259
gene:AT5G48170	14	30	24	26
gene:AT5G48175	4	1	4	9
gene:AT5G48180	6187	6122	8910	4679
gene:AT5G48190	8	1	1	3
gene:AT5G48200	0	0	0	0
gene:AT5G48205	0	1	0	0
gene:AT5G48210	0	0	0	0
gene:AT5G48220	417	481	405	568
gene:AT5G48230	857	911	800	984
gene:AT5G48240	312	356	313	358
gene:AT5G48250	851	838	695	769
gene:AT5G48270	0	0	0	0
gene:AT5G48280	1	0	0	0
gene:AT5G48290	86	54	50	91
gene:AT5G48300	4015	4952	3980	4978
gene:AT5G48310	113	93	81	139
gene:AT5G48320	54	40	60	44
gene:AT5G48330	145	171	149	150
gene:AT5G48335	233	277	235	284
gene:AT5G48340	220	232	195	211
gene:AT5G48350	4	0	0	0
gene:AT5G48360	448	528	499	606
gene:AT5G48370	175	231	171	220
gene:AT5G48375	6	7	0	5
gene:AT5G48380	1716	2308	2241	2268
gene:AT5G48385	2328	2712	2398	2743
gene:AT5G48390	36	53	24	31
gene:AT5G48400	46	68	12	8
gene:AT5G48410	14	11	16	22
gene:AT5G48420	0	0	0	0
gene:AT5G48430	2	4	6	0
gene:AT5G48440	111	202	167	288
gene:AT5G48450	149	187	172	281
gene:AT5G48460	271	294	256	406
gene:AT5G48470	432	522	413	406
gene:AT5G48480	473	473	433	480
gene:AT5G48485	0	0	0	0
gene:AT5G48490	144	164	147	166
gene:AT5G48500	223	282	188	315
gene:AT5G48510	0	2	0	0
gene:AT5G48515	0	0	0	0
gene:AT5G48520	229	263	260	274
gene:AT5G48530	82	89	76	81
gene:AT5G48540	60	91	57	64
gene:AT5G48543	0	0	0	0
gene:AT5G48545	392	375	318	415
gene:AT5G48550	2	2	0	0
gene:AT5G48560	239	313	289	366
gene:AT5G48570	230	214	259	110
gene:AT5G48575	0	2	0	0
gene:AT5G48580	441	496	414	650
gene:AT5G48590	589	603	540	687
gene:AT5G48595	0	0	0	0
gene:AT5G48600	180	202	155	267
gene:AT5G48605	0	0	0	0
gene:AT5G48610	245	330	221	258
gene:AT5G48620	2599	2871	2722	3183
gene:AT5G48630	229	238	213	220
gene:AT5G48640	172	192	139	149
gene:AT5G48650	31	47	41	46
gene:AT5G48655	449	467	437	391
gene:AT5G48657	50	84	78	78
gene:AT5G48660	102	118	93	144
gene:AT5G48670	14	18	8	12
gene:AT5G48680	249	221	188	253
gene:AT5G48690	21	16	3	18
gene:AT5G48700	0	0	0	0
gene:AT5G48710	0	2	3	2
gene:AT5G48720	161	197	152	158
gene:AT5G48730	245	273	238	256
gene:AT5G48740	47	76	25	23
gene:AT5G48750	0	0	0	0
gene:AT5G48760	762	892	796	868
gene:AT5G48770	111	115	104	149
gene:AT5G48780	27	24	18	26
gene:AT5G48790	886	1082	853	1070
gene:AT5G48800	167	195	131	211
gene:AT5G48810	1589	1728	1795	1960
gene:AT5G48820	22	17	26	30
gene:AT5G48830	408	537	487	629
gene:AT5G48840	177	206	164	204
gene:AT5G48850	773	859	413	105
gene:AT5G48860	0	0	0	0
gene:AT5G48870	154	179	156	197
gene:AT5G48880	267	458	246	280
gene:AT5G48890	4	0	0	0
gene:AT5G48900	217	291	188	258
gene:AT5G48905	0	0	0	0
gene:AT5G48910	449	471	330	459
gene:AT5G48920	108	118	107	108
gene:AT5G48930	1722	1954	2229	2058
gene:AT5G48940	161	183	207	240
gene:AT5G48945	0	0	0	0
gene:AT5G48950	15	7	0	10
gene:AT5G48953	0	0	0	0
gene:AT5G48960	635	779	623	732
gene:AT5G48970	187	240	263	324
gene:AT5G48980	10	2	11	2
gene:AT5G48990	150	190	163	157
gene:AT5G49000	67	95	66	92
gene:AT5G49010	45	37	48	55
gene:AT5G49015	77	101	95	73
gene:AT5G49020	343	463	333	382
gene:AT5G49030	1902	2250	1765	2216
gene:AT5G49040	0	0	0	0
gene:AT5G49050	0	0	0	0
gene:AT5G49060	170	215	248	193
gene:AT5G49070	18	12	11	18
gene:AT5G49100	369	385	316	320
gene:AT5G49110	82	103	71	70
gene:AT5G49120	15	6	16	10
gene:AT5G49130	8	6	2	2
gene:AT5G49140	4	2	2	0
gene:AT5G49150	33	30	31	42
gene:AT5G49160	481	641	572	593
gene:AT5G49170	61	53	48	66
gene:AT5G49180	0	0	0	0
gene:AT5G49190	36	32	31	42
gene:AT5G49200	12	8	4	4
gene:AT5G49210	309	344	352	392
gene:AT5G49215	150	141	149	218
gene:AT5G49220	266	388	289	352
gene:AT5G49230	153	209	145	186
gene:AT5G49240	0	0	0	0
gene:AT5G49250	0	0	0	0
gene:AT5G49260	0	0	0	0
gene:AT5G49270	43	102	56	60
gene:AT5G49280	123	186	180	296
gene:AT5G49290	31	50	35	55
gene:AT5G49300	54	51	53	62
gene:AT5G49305	0	3	0	8
gene:AT5G49310	3	0	2	2
gene:AT5G49320	2	8	18	27
gene:AT5G49330	48	43	30	20
gene:AT5G49340	0	12	0	0
gene:AT5G49350	41	43	43	47
gene:AT5G49360	13204	13536	22235	15968
gene:AT5G49390	78	86	77	71
gene:AT5G49400	492	456	552	520
gene:AT5G49410	78	113	82	95
gene:AT5G49420	0	0	0	2
gene:AT5G49430	408	584	431	446
gene:AT5G49440	1545	1655	1866	1845
gene:AT5G49450	1671	1683	1619	774
gene:AT5G49460	979	1103	1157	1151
gene:AT5G49470	328	343	278	303
gene:AT5G49480	789	754	685	591
gene:AT5G49490	0	0	0	0
gene:AT5G49500	41	68	38	59
gene:AT5G49510	444	616	583	596
gene:AT5G49520	102	149	138	135
gene:AT5G49525	12	10	8	10
gene:AT5G49530	311	408	306	278
gene:AT5G49540	313	467	349	434
gene:AT5G49550	135	123	126	135
gene:AT5G49555	389	464	403	515
gene:AT5G49560	75	83	63	65
gene:AT5G49570	403	441	364	551
gene:AT5G49580	381	501	339	471
gene:AT5G49590	0	0	0	0
gene:AT5G49600	2	0	0	0
gene:AT5G49610	148	138	181	120
gene:AT5G49620	4	12	2	6
gene:AT5G49630	99	153	106	186
gene:AT5G49640	0	0	0	0
gene:AT5G49645	39	61	57	75
gene:AT5G49650	688	827	640	876
gene:AT5G49660	1148	1260	979	1395
gene:AT5G49665	339	372	294	289
gene:AT5G49680	146	131	116	211
gene:AT5G49690	14	12	26	5
gene:AT5G49700	115	93	106	164
gene:AT5G49710	165	186	172	228
gene:AT5G49720	5526	6345	6424	8551
gene:AT5G49730	2676	2853	2842	3208
gene:AT5G49740	1310	1384	954	1254
gene:AT5G49750	0	0	0	0
gene:AT5G49760	964	1160	990	1348
gene:AT5G49770	17	2	10	21
gene:AT5G49780	8	21	10	13
gene:AT5G49800	17	33	31	51
gene:AT5G49810	1451	1903	1644	1734
gene:AT5G49820	510	653	796	598
gene:AT5G49830	908	1008	1040	1283
gene:AT5G49840	421	520	507	537
gene:AT5G49850	12	49	40	37
gene:AT5G49860	0	0	0	0
gene:AT5G49870	10	4	4	8
gene:AT5G49880	454	471	406	498
gene:AT5G49890	692	866	642	710
gene:AT5G49900	152	239	160	300
gene:AT5G49910	4530	5593	4326	4395
gene:AT5G49920	132	42	33	2
gene:AT5G49930	513	730	591	583
gene:AT5G49940	1158	1326	1198	1239
gene:AT5G49945	272	325	222	388
gene:AT5G49950	229	287	252	289
gene:AT5G49960	220	227	175	207
gene:AT5G49970	1023	1218	1035	1207
gene:AT5G49980	1831	1907	1960	2046
gene:AT5G49990	345	359	345	400
gene:AT5G50000	766	948	815	998
gene:AT5G50010	98	166	118	133
gene:AT5G50020	313	378	345	476
gene:AT5G50030	0	5	2	0
gene:AT5G50040	0	0	0	2
gene:AT5G50050	0	0	0	0
gene:AT5G50060	0	0	4	0
gene:AT5G50070	0	0	2	0
gene:AT5G50080	0	0	0	0
gene:AT5G50090	38	54	18	49
gene:AT5G50100	158	208	130	209
gene:AT5G50110	129	160	123	140
gene:AT5G50115	0	0	0	0
gene:AT5G50120	14	28	28	30
gene:AT5G50130	163	206	201	183
gene:AT5G50140	0	0	2	0
gene:AT5G50150	387	430	309	496
gene:AT5G50160	966	1125	634	602
gene:AT5G50170	139	181	163	158
gene:AT5G50175	10	12	2	4
gene:AT5G50180	365	595	433	544
gene:AT5G50200	103	148	175	131
gene:AT5G50210	622	911	742	935
gene:AT5G50220	0	0	0	0
gene:AT5G50230	382	430	343	456
gene:AT5G50240	90	96	101	89
gene:AT5G50250	1077	1229	1128	1198
gene:AT5G50260	16	4	8	0
gene:AT5G50270	0	0	0	0
gene:AT5G50280	496	601	521	472
gene:AT5G50290	17	20	16	12
gene:AT5G50300	40	40	59	84
gene:AT5G50310	578	714	647	769
gene:AT5G50320	471	650	595	631
gene:AT5G50330	66	115	58	109
gene:AT5G50335	54	88	85	52
gene:AT5G50340	203	287	165	200
gene:AT5G50345	0	0	0	0
gene:AT5G50350	212	245	226	220
gene:AT5G50360	10	8	6	8
gene:AT5G50361	2	0	0	0
gene:AT5G50365	0	0	0	0
gene:AT5G50370	205	206	201	268
gene:AT5G50375	233	230	211	266
gene:AT5G50380	999	1184	1139	1127
gene:AT5G50390	162	190	187	188
gene:AT5G50400	432	446	398	442
gene:AT5G50410	141	172	183	202
gene:AT5G50420	251	303	269	341
gene:AT5G50423	0	0	0	0
gene:AT5G50430	353	396	336	325
gene:AT5G50440	77	86	85	113
gene:AT5G50443	11	38	8	6
gene:AT5G50450	1118	1328	835	545
gene:AT5G50460	427	520	540	536
gene:AT5G50470	0	0	2	0
gene:AT5G50480	0	0	0	0
gene:AT5G50490	0	0	0	0
gene:AT5G50500	0	0	0	0
gene:AT5G50510	0	0	0	0
gene:AT5G50520	135	186	234	288
gene:AT5G50530	158	222	209	206
gene:AT5G50540	0	0	0	0
gene:AT5G50550	150	145	117	174
gene:AT5G50560	20	24	20	31
gene:AT5G50565	152	209	150	177
gene:AT5G50562	0	0	0	0
gene:AT5G50570	328	413	356	444
gene:AT5G50580	319	397	269	374
gene:AT5G50590	0	0	0	2
gene:AT5G50600	0	0	2	4
gene:AT5G50610	8	12	2	8
gene:AT5G50620	0	0	0	0
gene:AT5G50630	158	206	256	279
gene:AT5G50640	167	229	204	269
gene:AT5G50650	147	153	135	178
gene:AT5G50660	35	21	14	34
gene:AT5G50665	177	189	205	226
gene:AT5G50670	335	388	416	410
gene:AT5G50680	294	361	299	383
gene:AT5G50690	0	4	0	0
gene:AT5G50700	0	0	4	8
gene:AT5G50710	2	2	2	4
gene:AT5G50720	45	38	44	56
gene:AT5G50740	256	265	208	304
gene:AT5G50750	11	12	4	14
gene:AT5G50760	246	283	210	275
gene:AT5G50770	6	4	0	6
gene:AT5G50780	259	330	243	324
gene:AT5G50790	0	4	6	8
gene:AT5G50800	31	12	6	8
gene:AT5G50810	261	284	274	335
gene:AT5G50820	29	11	12	26
gene:AT5G50830	0	0	0	0
gene:AT5G50840	198	250	213	236
gene:AT5G50850	1415	1904	1670	2038
gene:AT5G50860	379	467	399	454
gene:AT5G50870	372	460	502	514
gene:AT5G50890	55	78	42	95
gene:AT5G50900	762	761	795	744
gene:AT5G50910	0	0	0	0
gene:AT5G50915	549	684	740	822
gene:AT5G50920	31271	35067	31665	33484
gene:AT5G50930	13	31	8	13
gene:AT5G50940	19	18	10	12
gene:AT5G50950	461	739	563	1083
gene:AT5G50960	811	993	957	957
gene:AT5G50970	161	208	132	193
gene:AT5G50990	45	47	50	72
gene:AT5G51000	0	0	0	2
gene:AT5G51010	843	919	908	1010
gene:AT5G51020	480	503	431	519
gene:AT5G51030	1	4	4	6
gene:AT5G51040	679	788	606	655
gene:AT5G51050	211	325	222	125
gene:AT5G51060	99	247	157	233
gene:AT5G51070	5238	5974	5342	5047
gene:AT5G51080	65	72	45	79
gene:AT5G51090	0	0	6	4
gene:AT5G51100	277	319	311	270
gene:AT5G51110	1955	2372	2459	2512
gene:AT5G51105	0	0	0	0
gene:AT5G51120	439	551	467	596
gene:AT5G51130	76	116	62	119
gene:AT5G51140	516	562	503	566
gene:AT5G51150	481	565	496	537
gene:AT5G51160	18	26	24	23
gene:AT5G51170	100	79	45	91
gene:AT5G51180	418	382	428	475
gene:AT5G51190	0	0	0	0
gene:AT5G51195	0	0	0	0
gene:AT5G51200	1119	1409	1445	1587
gene:AT5G51210	0	0	0	0
gene:AT5G51220	195	330	202	238
gene:AT5G51230	407	478	504	530
gene:AT5G51250	0	0	0	0
gene:AT5G51260	65	93	74	70
gene:AT5G51270	12	28	8	16
gene:AT5G51280	493	501	486	573
gene:AT5G51290	386	504	383	490
gene:AT5G51300	1081	1383	1364	1529
gene:AT5G51310	3	2	10	14
gene:AT5G51330	19	13	0	14
gene:AT5G51340	461	502	486	496
gene:AT5G51350	255	359	304	399
gene:AT5G51360	0	0	0	0
gene:AT5G51370	103	106	71	87
gene:AT5G51380	87	116	77	150
gene:AT5G51390	137	121	109	106
gene:AT5G51400	541	602	752	839
gene:AT5G51410	496	573	553	638
gene:AT5G51420	0	8	1	0
gene:AT5G51430	958	1086	944	1143
gene:AT5G51440	971	860	1079	384
gene:AT5G51450	633	442	429	306
gene:AT5G51451	85	51	31	6
gene:AT5G51460	240	253	321	550
gene:AT5G51465	0	0	0	0
gene:AT5G51470	91	65	50	105
gene:AT5G51480	0	2	4	4
gene:AT5G51490	11	28	6	34
gene:AT5G51500	24	34	38	47
gene:AT5G51510	215	258	180	284
gene:AT5G51520	14	16	10	16
gene:AT5G51530	33	26	30	41
gene:AT5G51540	149	211	158	143
gene:AT5G51545	780	815	865	981
gene:AT5G51550	3980	4521	5393	8981
gene:AT5G51560	578	697	596	765
gene:AT5G51570	520	617	620	674
gene:AT5G51580	0	0	3	0
gene:AT5G51585	0	0	0	0
gene:AT5G51590	80	152	97	167
gene:AT5G51600	190	177	148	221
gene:AT5G51610	0	0	2	0
gene:AT5G51620	221	283	212	287
gene:AT5G51630	179	287	201	234
gene:AT5G51640	139	153	154	167
gene:AT5G51650	0	0	0	0
gene:AT5G51660	635	824	684	952
gene:AT5G51670	165	193	207	290
gene:AT5G51680	1	1	1	0
gene:AT5G51690	269	326	313	331
gene:AT5G51700	205	253	203	236
gene:AT5G51710	147	167	162	234
gene:AT5G51720	436	387	386	289
gene:AT5G51730	178	188	190	212
gene:AT5G51740	169	185	183	147
gene:AT5G51750	1037	1108	1054	1026
gene:AT5G51760	0	0	0	4
gene:AT5G51770	442	426	393	455
gene:AT5G51780	98	125	93	110
gene:AT5G51790	76	65	94	76
gene:AT5G51795	45	48	57	66
gene:AT5G51800	3	2	4	2
gene:AT5G51810	48	36	70	8
gene:AT5G51820	2311	2970	2363	2952
gene:AT5G51830	337	443	405	527
gene:AT5G51840	178	336	168	246
gene:AT5G51845	0	0	0	0
gene:AT5G51850	28	28	16	18
gene:AT5G51860	0	0	0	0
gene:AT5G51870	0	2	0	0
gene:AT5G51880	322	458	359	426
gene:AT5G51890	443	551	544	609
gene:AT5G51900	0	0	2	0
gene:AT5G51910	105	103	90	106
gene:AT5G51915	0	0	0	0
gene:AT5G51920	18	48	20	46
gene:AT5G51930	5	8	8	19
gene:AT5G51940	334	390	330	329
gene:AT5G51950	4	0	4	0
gene:AT5G51960	142	157	179	155
gene:AT5G51970	3283	3727	3890	4090
gene:AT5G51980	437	402	479	457
gene:AT5G51990	8	0	4	8
gene:AT5G52000	9	2	0	0
gene:AT5G52010	363	381	394	435
gene:AT5G52020	16	11	16	30
gene:AT5G52030	164	196	152	193
gene:AT5G52040	1354	1513	1467	1607
gene:AT5G52045	0	0	0	0
gene:AT5G52050	583	584	499	257
gene:AT5G52060	704	904	731	971
gene:AT5G52070	122	205	84	167
gene:AT5G52080	1	0	0	0
gene:AT5G52090	0	0	0	0
gene:AT5G52100	474	625	459	592
gene:AT5G52110	130	145	205	228
gene:AT5G52115	0	2	0	0
gene:AT5G52120	128	221	216	150
gene:AT5G52130	0	0	0	0
gene:AT5G52140	0	0	0	0
gene:AT5G52150	0	0	0	0
gene:AT5G52155	0	0	0	0
gene:AT5G52160	0	0	0	1
gene:AT5G52170	28	29	28	20
gene:AT5G52180	0	0	0	0
gene:AT5G52190	0	0	0	0
gene:AT5G52200	315	401	325	346
gene:AT5G52210	132	237	209	275
gene:AT5G52220	10	12	6	16
gene:AT5G52230	131	193	171	152
gene:AT5G52240	1113	1362	1171	1560
gene:AT5G52250	178	216	231	147
gene:AT5G52260	2	2	4	2
gene:AT5G52270	3	0	0	4
gene:AT5G52280	431	587	342	552
gene:AT5G52290	8	8	8	6
gene:AT5G52300	22	23	32	19
gene:AT5G52310	821	923	647	588
gene:AT5G52320	154	238	167	125
gene:AT5G52330	12	9	4	15
gene:AT5G52340	10	16	2	2
gene:AT5G52350	0	0	0	0
gene:AT5G52360	0	0	0	0
gene:AT5G52370	374	382	385	443
gene:AT5G52380	100	133	78	104
gene:AT5G52390	18	16	2	33
gene:AT5G52400	0	2	0	0
gene:AT5G52410	127	173	223	274
gene:AT5G52420	541	506	478	439
gene:AT5G52430	321	492	426	475
gene:AT5G52440	1356	1560	1425	1446
gene:AT5G52450	358	526	473	519
gene:AT5G52460	0	0	0	0
gene:AT5G52470	2534	2964	2730	3046
gene:AT5G52480	0	0	0	0
gene:AT5G52490	0	0	0	0
gene:AT5G52500	0	0	0	0
gene:AT5G52510	603	805	689	654
gene:AT5G52520	954	1271	1044	1068
gene:AT5G52530	1911	2060	1712	2032
gene:AT5G52540	265	337	325	460
gene:AT5G52545	22	43	24	55
gene:AT5G52547	14	11	10	12
gene:AT5G52550	234	349	246	302
gene:AT5G52560	472	590	489	485
gene:AT5G52570	65	100	137	64
gene:AT5G52580	523	657	662	637
gene:AT5G52600	14	10	6	8
gene:AT5G52605	0	0	0	0
gene:AT5G52610	0	0	0	0
gene:AT5G52620	0	0	0	0
gene:AT5G52630	82	100	105	86
gene:AT5G52640	2178	1948	2288	318
gene:AT5G52650	1476	1813	1976	2008
gene:AT5G52655	6	0	0	0
gene:AT5G52660	136	170	182	206
gene:AT5G52670	4	0	0	0
gene:AT5G52680	0	0	0	0
gene:AT5G52690	0	0	0	2
gene:AT5G52700	0	0	0	0
gene:AT5G52710	0	0	0	0
gene:AT5G52720	2	0	0	0
gene:AT5G52730	0	0	0	0
gene:AT5G52740	0	0	0	6
gene:AT5G52750	140	161	85	36
gene:AT5G52760	12	22	2	24
gene:AT5G52770	4	0	0	1
gene:AT5G52780	504	579	482	545
gene:AT5G52790	63	81	52	89
gene:AT5G52800	18	19	14	14
gene:AT5G52810	352	448	346	538
gene:AT5G52820	712	892	732	871
gene:AT5G52830	67	97	89	97
gene:AT5G52840	966	1087	931	1017
gene:AT5G52850	68	102	127	132
gene:AT5G52860	44	38	52	50
gene:AT5G52870	182	230	163	143
gene:AT5G52880	146	191	169	166
gene:AT5G52882	944	1194	1351	2210
gene:AT5G52890	59	82	114	84
gene:AT5G52900	379	414	447	217
gene:AT5G52910	72	74	99	69
gene:AT5G52920	3011	3162	3331	3392
gene:AT5G52930	30	30	28	16
gene:AT5G52940	20	20	18	38
gene:AT5G52950	78	77	49	91
gene:AT5G52960	565	641	593	620
gene:AT5G52965	0	0	0	0
gene:AT5G52970	848	917	851	887
gene:AT5G52975	0	0	0	0
gene:AT5G52980	95	149	161	120
gene:AT5G52990	101	91	92	152
gene:AT5G53000	454	574	457	589
gene:AT5G53010	197	312	199	333
gene:AT5G53020	207	265	134	269
gene:AT5G53030	13	24	16	17
